Reviews,Sentiment,NormalizedReviews
bohat achay miyaar ki tea shirts iss ka foot aram da aur pursukoon size aur tane banay acha hai,1,bohat achay miyaar ki tea shirts iss ka foot aram dain aur pursukoon size aur tane banay acha hy
bohat achay miyaar ki tea shirts iss ka foot aram da aur pursukoon size aur tane banay acha ha,-1,bohat achay miyaar ki tea shirts iss ka foot aram dain aur pursukoon size aur tane banay acha hy
wah oh wah mein tawaqqa nahi kar raha tha ke qeemat ke paish e nazar yeh qmizin iss ke achh be hon gi ab mein yeh keh sakta hon ke mein nay yeh qmizin saudey mein utaar di hain kyunkay yeh shirt bohat hi umdah tankay hue hain aur un ke rang waqai tar u tazah hain jab se mein hon un ko mil gaya mein nay apne aap ko taqreeban them har roz un mein se aik pehnay hue paaya woh mere liye sab se munasib uthnay ki terhan hain,1,wah oh wah main tawaqqa nahi kr rha tha ke qemat ke paish e nazar yeh qmizin iss ke achh be ho gi ab main yeh keh sakta ho ke main ny yeh qmizin saudey main utaar di hy kyunkay yeh shirt bohat hy umdah tankay hui hy aur un ke rang waqai tar you taaza hy jb se main ho un ko mil gya main ny apne aap ko taqreeban them har roz un main se aik pehnay hui paaya woh mere liye sab se munasib uthnay ki terhan hy
numeral bayan ke mutabiq nahi thi balai safaid rang ka tha jo bohat taizi se ganda ho jata hai aur surmai se neechay bohat halka hota hai,1,numeral bayan ke mutabiq nahi thi balai safaid rang ka tha jo bohat taizi se ganda ho jata hy aur surmai se neechay bohat halka hota hy
mujhe yeh bohat pasand hai behtareen miyaar ke liye bohat bohat shukriya,1,mujhe yeh bohat pasand hy behtareen miyaar ke liye bohat bohat shukriya
ya upper us color ka nai h jo pic may tha,0,yeh upper us color ka nai hy jo pic may tha
dekhn ie may acha hai stuff b acha h kaafi,1,dekhn ie may acha hy stuff bhi acha hy kaafi
bhot acha hai keemat b sai h,1,bhot acha hy qemat bhi sai hy
bilkul wohi nahi jo tasweer mein dekhaya gaya hai lekin kaafi acha hai rang gehra surmai nahi tha  lekin siyah,1,bilkul wohi nahi jo tasweer main dekhaya gya hy lekin kaafi acha hy rang gehra surmai nahi tha  lekin siyah
bhot achi hoodie h iss keemat may,1,bhot achi hoodie hy iss qemat may
tasweer dikhayi gayi aur jis package ne mujhe masool kya woh bilkul hi badsurat tha aur yeh qabil libaas nahi hai,1,tasweer dikhayi gayi aur jis package ny mujhe masool kya woh bilkul hy badsurat tha aur yeh qabil libaas nahi hy
zahir shuda jacket ke bajaye mutabadil jacket mujhe pouncha di gayi,0,zahir shuda jacket ke bajaye mutabadil jacket mujhe pouncha di gayi
leather orignal nai h lakin ya acha h busy kny k lya,0,leather orginal nai hy lakin yeh acha hy busy kny k lya
aisi qabil aetmaad aur qabil qader masnoaat paish karne ke liye daraz ka shukriya,1,aisi qabil aetmaad aur qabil qadir masnoat paish karne ke liye daraz ka shukriya
yeh daraz par aik acha tajurbah hai naram mawaad khalis chamray ki jacket zip ka miyaar awsome sleeves thora sa taweel hai lekin majmoi tor par har cheez kaamil hai aur dosaron ko intahi sifarish ki jati hai mein usay  star ki daraja bandi karoon ga,-1,yeh daraz par aik acha tajurba hy naram mawaad khalis chamray ki jacket zip ka miyaar awsome sleeves thora sa taweel hy lekin majmoi tor par har cheez kaamil hy aur dosaron ko intahi sifarish ki jati hy main usay  star ki daraja bandi karoon ga
mein waqai kapray aur khatam karna pasand karta hon lekin zip ke miyaar se mutmaen nahi hon,-1,main waqai kapray aur khatam karna pasand krta ho lekin zip ke miyaar se mutmaen nahi ho
theek hai kaali  bilkul durust hai kyunkay yeh waqai mein bohat achi fitting ke sath aram da hai lekin  bhuri rang ki ooni aib daar hai aur iss ka size bohat chhota hai,1,theek hy kaali  bilkul durust hy kyunkay yeh waqai main bohat achi fitting ke sath aram dain hy lekin  bhuri rang ki ooni aib daar hy aur iss ka size bohat chhota hy
pack mein dono jackets bohat achi theen mein un ko utaarna nahi chahta istemaal shuda mawaad intahi naram intahi garam aur bil akhir aram da aur pursukoon hai siyah aur  dono jackets mein  kaam karte hain bilkul kisi libaas ya ansoo ke baghair size bilkul mozoon hai aur isi terhan fitting bhi hai khaas tor par gardan kandhoon aur bazoun ke ird gird yakeeni tor par un jackets ko sifarish karne ka iradah karen,1,pack main dono jackets bohat achi theen main un ko utaarna nahi chahta istemaal shuda mawaad intahi naram intahi garam aur bil akheer aram dain aur pursukoon hy siyah aur  dono jackets main  kaam karte hy bilkul kisi libaas yeh ansu ke baghair size bilkul mozoon hy aur isi terhan fitting bhi hy khaas tor par gardan kandhoon aur bazoun ke ird gird yakeeni tor par un jackets ko sifarish karne ka iradah karen
wsa nai h jsa pic may dekhya hai,0,wsa nai hy jsa pic may dekhya hy
mein ne design mein iss terhan ke miyaar ki thori si tabdeeli ki tawaqqa nahi ki hai lekin har baar daraz masnoaat ne mujhe mutmaen kardiya,-1,main ny design main iss terhan ke miyaar ki thori se tabdeeli ki tawaqqa nahi ki hy lekin har baar daraz masnoat ny mujhe mutmaen kardiya
achi hoodie h mujhy psnd hai,1,achi hoodie hy mujhy psnd hy
acha stuff hai sardiyo k lya acha h ya,1,acha stuff hy sardiyo k lya acha hy yeh
mein ne design mein iss terhan ke miyaar ki thori si tabdeeli ki tawaqqa nahi ki hai lekin har baar daraz masnoaat ne mujhe mutmaen kardiya,-1,main ny design main iss terhan ke miyaar ki thori se tabdeeli ki tawaqqa nahi ki hy lekin har baar daraz masnoat ny mujhe mutmaen kardiya
bura nai h lakin design change hai,-1,bura nai hy lakin design change hy
mawaad khofnaak hai aur rang siyah bhi nahi hai,0,mawaad khofnak hy aur rang siyah bhi nahi hy
acha hai aur wakt p b mil gya hai,1,acha hy aur wakt p bhi mil gya hy
achi  aur mojizana tor par wohi shai mila jis ka mein nai hukum diya tha,-1,achi  aur mojizana tor par wohi shai mila jis ka main nai hukum diya tha
miyaar bilkul bhi acha nahi tha taham qeemat ke mutabiq theek hai,1,miyaar bilkul bhi acha nahi tha taham qemat ke mutabiq theek hy
khurdara miyaar yahan tak ke yeh samnay ki taraf se kharab hota hai jahan button mil jata hai aur koi wapsi kaghaz nahi mila ya mein iss ko wapas nahi kar sakta hon raqam ki zaroorat hai,-1,khurdara miyaar yahan tak ke yeh samnay ki taraf se kharab hota hy jahan button mil jata hy aur koi wapsi kaghaz nahi mila yeh main iss ko wapas nahi kr sakta ho raqam ki zaroorat hy
zaati tor par mujhe yeh pasand hai yeh itna garam nahi hai aur nah hi yeh sardi ke l hit halka halka hai jacket bhi achi lagti hai jaisay kisi cheez par mein ramp par chalta hon waqai sajeela aur aram da bhi hai,1,zaati tor par mujhe yeh pasand hy yeh itna garam nahi hy aur ny hy yeh sardi ke l hit halka halka hy jacket bhi achi lagti hy jaisay kisi cheez par main ramp par chalta ho waqai sajeela aur aram dain bhi hy
yeh waqai jhaari daar lagta hai iss liye ke rang bohat halka hai aur tane banay ko ghata sun hwa mehsoos hota hai khush nahi,1,yeh waqai jhaari daar lagta hy iss liye ke rang bohat halka hy aur tane banay ko ghata sun hova mehsoos hota hy khush nahi
yeh sirf aik umdah kharidari hai kyunkay qeemat ke liye iss sajeela kara gharri ke sath sulooq karna waqai herat angaiz tha kyunkay iss ka ail  dd display iss terhan kaam karta hai aur siyah paas manzar ke sath herat angaiz lagta hai yeh bhi halka phulka aur pahannay mein kaafi aram da tha,1,yeh sirf aik umdah kharidari hy kyunkay qemat ke liye iss sajeela kara gharri ke sath sulooq karna waqai herat angaiz tha kyunkay iss ka ail  dd display iss terhan kaam krta hy aur siyah paas manzar ke sath herat angaiz lagta hy yeh bhi halka phulka aur pahannay main kaafi aram dain tha
bhot achi chez hai sirf  rup may,1,bhot achi chez hy sirf  rup may
theek hai mein iss qayadat wali ghari se kaafi mutmaen hon qeemat waqai susti hai aur aik mah guzarnay ke bawajood bhi ghari ka miyaar itna aaccha nahi hai balkay iss qeemat ke liye jo mujhe aaccha lagta hai ghari par mojood hindsay kaafi numaya aur numaya bhi hain lehaza mein khush hon,1,theek hy main iss qayadat wali ghari se kaafi mutmaen ho qemat waqai susti hy aur aik mah guzarnay ke bawajood bhi ghari ka miyaar itna aaccha nahi hy balkay iss qemat ke liye jo mujhe aaccha lagta hy ghari par mojood hindsay kaafi numaya aur numaya bhi hy lehaza main khush ho
mein ne un mein se ziyada tar thook mein kharedne ka maienay liya hai kyunkay qeemat ke lehaz se un ka miyaar waqai achcha hai  majmoi tor par kara ki tarkeeb waqai bohat achi hai iss ka mazboot paidaar aur iss par kara lock hai jis ki wajah se yeh bantaa hai achh looking nazar anay ke sath sath kalayi ke charon taraf mehfooz honay mein bhi nazar aata hai gharri par ail  dd light waqai roshan hai jis ki wajah se mein din bhar ki roshni mein bhi aasani se waqt dekh sakta hon rubber ki quality usay susti mehsoos nahi karti hai balkay iss se behtar tar bana deti hai khail khail jab intikhab karen,1,main ny un main se ziyada tar thook main kharedne ka maienay liya hy kyunkay qemat ke lehaz se un ka miyaar waqai achcha hy  majmoi tor par kara ki tarkeeb waqai bohat achi hy iss ka mazboot paidaar aur iss par kara lock hy jis ki wajah se yeh bantaa hy achh looking nazar anay ke sath sath kalayi ke charon taraf mehfooz honay main bhi nazar aata hy gharri par ail  dd light waqai roshan hy jis ki wajah se main din bhar ki roshni main bhi aasani se waqt dekh sakta ho rubber ki quality usay susti mehsoos nahi karti hy balkay iss se behtar tar bana deti hy khail khail jb intikhab karen
may intezar kar rhi ho pny order ka,-1,may intezar kr rhi ho pny order ka
yeh tea herat angaiz hain aur mein nay website par dekhty hue tamam rang bar waqat mujhe pouncha diye thay un shirts ke baray mein sab se achi baat yeh hai ke un sab ki yaksaa mozoon aur naram naram aram da tane banay hain jo iss mein nahi hain  stret t mukammal aur mukammal tor par ihata karta hai daraz pk par bohat saaray pack mojood thay lekin mujhe yeh waqai muashi tor par mila hai,1,yeh tea herat angaiz hy aur main ny website par dekhty hui tamam rang bar waqat mujhe pouncha diye thay un shirts ke baray main sab se achi baat yeh hy ke un sab ki yaksaa mozoon aur naram naram aram dain tane banay hy jo iss main nahi hy  stret t mukammal aur mukammal tor par ihata krta hy daraz pk par bohat saaray pack mojood thay lekin mujhe yeh waqai muashi tor par mila hy
qamizoon ka acha pack waqai fori tarseel ke isharay ki tareef karta hon lekin mein iss ka miyaar behtar hona chahoon ga fi aal haal yeh mere khayal ke mutabiq nahi hai lekin yeh sahih size ka hai lekin rangeen miyaar bohat kharab hai,-1,qamizoon ka acha pack waqai fori tarseel ke ishara ki tareef krta ho lekin main iss ka miyaar behtar hona chahoon ga fi aal haal yeh mere khayal ke mutabiq nahi hy lekin yeh sahih size ka hy lekin rangeen miyaar bohat kharab hy
iss mein shirt achay miyaar ke hain iss mein koi shak nahi lekin sirf aik  safaid  kameez mein mamooli kaat nishaan  ghaliban qanchi kaat  tha,-1,iss main shirt achay miyaar ke hy iss main koi shak nahi lekin sirf aik  safaid  kameez main mamuli kaat nishaan  ghaliban qanchi kaat  tha
shirts ka miyaar waqai uch is hai jis ka size aur fitting bilkul theek aur theek hai lekin peelay rang ki bajaye mujhe aik peelay rang ki kameez mil gayi yeh sirf wohi cheez thi jo aam cheez se bahar thi warna mein iss kharidari se mutmaen hon,-1,shirts ka miyaar waqai uch is hy jis ka size aur fitting bilkul theek aur theek hy lekin peelay rang ki bajaye mujhe aik peelay rang ki kameez mil gayi yeh sirf wohi cheez thi jo aam cheez se bahar thi warna main iss kharidari se mutmaen ho
aap logon ke zareya shirts ki iss terhan ki naaqis kefiyat jo mujhe mili hai jab se mein nai usay nahi pehna hai mein iss se mutmaen nahi hon ke aap log jo paish kar rahay hain woh aaccha nahi hai,-1,aap logon ke zareya shirts ki iss terhan ki naqis kefiyat jo mujhe mili hy jb se main nai usay nahi pehna hy main iss se mutmaen nahi ho ke aap log jo paish kr rha hy woh aaccha nahi hy
mein nai yeh packet apni  mein bohat baar dekha hai lehaza mein nai agay barh kar garmiyon ke liye order diya lekin miyaar itna achchca nahi hai jitna mein nai iss ki tawaqqa ki thi yeh iss se behtar hota agar mawaad iss patli nah hota yeh halka pan achchca hai lekin istehkaam ka ansar kho deta hai,-1,main nai yeh packet apni  main bohat baar dekha hy lehaza main nai agay barh kr garmiyon ke liye order diya lekin miyaar itna achchca nahi hy jitna main nai iss ki tawaqqa ki thi yeh iss se behtar hota agar mawaad iss patli ny hota yeh halka pan achchca hy lekin istehkaam ka ansar kho deta hy
meri pehli online shopping mujhe herat zada herat angaiz kapron se hui jis ki mujhe umeed nahi thi peelay rang ke ilawa bhi rang bohat achay thay lekin iss ki wajah yeh hai ke mujhe peelay rang ki tea shirts pasand nahi hain lekin sirf  mein  qabil zikar quality tea shirts ka hona herat angaiz se ziyada hai,0,meri pehli online shopping mujhe herat zada herat angaiz kapron se hui jis ki mujhe umeed nahi thi peelay rang ke ilawa bhi rang bohat achay thay lekin iss ki wajah yeh hy ke mujhe peelay rang ki tea shirts pasand nahi hy lekin sirf  main  qabil zikr quality tea shirts ka hona herat angaiz se ziyada hy
woh mujhe du kaali shirts bhaijtay hain neela gayab hai dosray aam hain,0,woh mujhe du kaali shirts bhaijtay hy neela ghaeb hy dosray aam hy
mein ny jo jacket order kya tha woh samnay ki jaybou se tha jo mujhe mila hai woh meri samajh se balatar hai kaam  kaam iss mein  feesad bhi nahi hai jis se mujhe poori dhoka dahi hui hai log aur daraz bekar hain,-1,main ny jo jacket order kya tha woh samnay ki jaybou se tha jo mujhe mila hy woh meri samajh se balatar hy kaam  kaam iss main  feesad bhi nahi hy jis se mujhe poori dhoka dahi hui hy log aur daraz bekar hy
agar aap dastyab hon tu mein aap ko das sitara faraham karoon ga shukriya,1,agar aap dastyab ho tu main aap ko das sitara faraham karoon ga shukriya
miksikn ki shandaar patli jacket mein tasweer ke mutabiq yeh wusool karoon ga shukriya,1,miksikn ki shandar patli jacket main tasweer ke mutabiq yeh wusool karoon ga shukriya
shukriya ke mein yaqeen nahi karsaktha mujhe yeh online store se aap ki  team nay qubool kya,0,shukriya ke main yaqeen nahi karsaktha mujhe yeh online store se aap ki  team ny qubool kya
ya hoodies achi hai,1,yeh hoodies achi hy
bhot kush ho khareed k bybeez sy,0,bhot kush ho khareed k bybeez say
mein ne usay  din mein haasil kya aur miyaar meri tawaqqa se bohat acha hai,1,main ny usay  din main haasil kya aur miyaar meri tawaqqa se bohat acha hy
pehli baar mein ne daraz se khareeda tha aur mein khidmat se  mutmaen hon  bohat umdah hai mein tawaqqa nahi kar raha tha ke yeh itna acha aur aram da hog,1,pehli baar main ny daraz se khareeda tha aur main khidmat se  mutmaen ho  bohat umdah hy main tawaqqa nahi kr rha tha ke yeh itna acha aur aram dain hog
miyaar bohat achi premium lag rahi  hai aisi achi  bhejnay ka shukriya,1,miyaar bohat achi premium lag rahi  hy aisi achi  bhejanay ka shukriya
chamra nahi tafseel app par sara sar ghalat hai,1,chamra nahi tafseel app par saraha saraha ghalat hy
yeh acha hai lekin yeh itna brown nahi hai jitna tasweer dekhata hai,0,yeh acha hy lekin yeh itna brown nahi hy jitna tasweer dekhata hy
jab numeral aati hai to iss mein design aur rang ke kuch farq hotay hain jaisa ke tasweer mein dekhaya gaya hai taham mein usay istemaal kar raha hon aur usay daraz par wapas nahi karoon ga,1,jb numeral aati hy to iss main design aur rang ke kuch farq hotay hy jaisa ke tasweer main dekhaya gya hy taham main usay istemaal kr rha ho aur usay daraz par wapas nahi karoon ga
umdah  thori der se masool sun hwa lekin miyaar acha hai,-1,umdah  thori der se masool sun hova lekin miyaar acha hy
bohat kharab miyaar chamray ki terhan nazar atay hain lekin asal mein dobarah mil jatay hain bilkul bhi garam nahi,-1,bohat kharab miyaar chamray ki terhan nazar atay hy lekin asal main dobarah mil jatay hy bilkul bhi garam nahi
yeh daraz par aik acha tajurbah hai naram mawaad khalis chamray ki jacket zip ka miyaar awsome sleeves thora sa taweel hai lekin majmoi tor par har cheez kaamil hai aur dosaron ko intahi sifarish ki jati hai mein usay  star ki daraja bandi karoon ga,-1,yeh daraz par aik acha tajurba hy naram mawaad khalis chamray ki jacket zip ka miyaar awsome sleeves thora sa taweel hy lekin majmoi tor par har cheez kaamil hy aur dosaron ko intahi sifarish ki jati hy main usay  star ki daraja bandi karoon ga
iss  ka miyaar bohat kharab hai tasweer mein dukhaay jane wala rang mukhtalif tha,1,iss  ka miyaar bohat kharab hy tasweer main dukhaay jane wala rang mukhtalif tha
mujhe waqai iss  ka rang aur miyaar pasand hai,1,mujhe waqai iss  ka rang aur miyaar pasand hy
numeral achi hai fabric aur style bhi  hai,1,numeral achi hy fabric aur style bhi  hy
yeh jacket khofnaak hai itni kaam miyaar ki jis ki mujhe tawaqqa nahi thi jacket bohat hi naaqis maadi samajh daar aur aqalmand dikhayi deti hai iss terhan nahi ke site par usay kis terhan dekhaya gaya tha,-1,yeh jacket khofnak hy itni kaam miyaar ki jis ki mujhe tawaqqa nahi thi jacket bohat hy naqis maadi samajh daar aur aqalmand dikhayi deti hy iss terhan nahi ke site par usay kiss terhan dekhaya gya tha
yeh nah tu bohat ahcha hai aur nah hi bura mein kisi hadd taq ost kahoon ga miyaar itna bara nahi hai lekin sath hi iss ki qeemat bhi kaafi munasib hai aur iss ke bawajood tane banay ko garam mehsoos hota hai,-1,yeh ny tu bohat ahcha hy aur ny hy bura main kisi hadd taq ost kahoon ga miyaar itna bara nahi hy lekin sath hy iss ki qemat bhi kaafi munasib hy aur iss ke bawajood tane banay ko garam mehsoos hota hy
iss ne meri tawaquaat ko poori terhan se pura kya yeh garma garam aur miyaar mein acha hai,1,iss ny meri tawaquaat ko poori terhan se pura kya yeh garma garam aur miyaar main acha hy
yeh jacket kahin bhi meri tawaquaat ke qareeb nahi thi mein neh socha tha ke kisi garam mawaad ki talaash mein yeh uch be hoga lekin design se le kar maday ka miyaar bohat kharab hai surmai rang aaccha lagta hai lekin mere paas jacket behtar hai,-1,yeh jacket kahin bhi meri tawaquaat ke qareeb nahi thi main neh socha tha ke kisi garam mawaad ki talaash main yeh uch be hoga lekin design se lye kr maday ka miyaar bohat kharab hy surmai rang aaccha lagta hy lekin mere paas jacket behtar hy
miyaar se khush nahi yeh waqai arzaan lagta hai kyun ke tane banay thora sa neechay pehna sun hwa mehsoos hota hai agarchay mein iss ke istemaal shuda cheezon ya kisi bhi cheez par yaqeen nahi rakhta hon kyunkay yeh munasib tor par bhari thi lekin khud usay pahannay aur dhuain jaany ki wajah se hi kyun hai apni basri appeal kho gayi hai,-1,miyaar se khush nahi yeh waqai arzaan lagta hy kyun ke tane banay thora sa neechay pehna sun hova mehsoos hota hy agarchay main iss ke istemaal shuda cheezon yeh kisi bhi cheez par yaqeen nahi rakhta ho kyunkay yeh munasib tor par bhari thi lekin khud usay pahannay aur dhuain jaany ki wajah se hy kyun hy apni basri appeal kho gayi hy
darmiyanay darjay ke size ka order den miyaar ko qabil bardasht tha usay mehsoos kya gaya tha ke agar usay utaarnay par thori sakhti khenchi jaye tu phatt jaye gi daku zip achha tha yeh qareeb se dekhnay mein araha tha aur baad tareen seenah se yeh darmiyanay size ke liye bhi sakht tha dosaron ke khilaaf jo iss ke paas hai,-1,darmiyanay darjay ke size ka order dain miyaar ko qabil bardasht tha usay mehsoos kya gya tha ke agar usay utaarnay par thori sakhti khenchi jaye tu phatt jaye gi daku zip achha tha yeh qareeb se dekhnay main araha tha aur baad tareen seenah se yeh darmiyanay size ke liye bhi sakhat tha dosaron ke khilaaf jo iss ke paas hy
mujhy psnd h stuff ach h iss ka,-1,mujhy psnd hy stuff ach hy iss ka
ya cahi chez h iss keemat p,0,yeh cahi chez hy iss qemat p
quality bhot achi nai lakin keemt k lihaz sy thek h,1,quality bhot achi nai lakin keemat k lehaz say thek hy
noon  jacket bohat tang hai lekin herat angaiz nazar aa rahi hai,-1,noon  jacket bohat tang hy lekin herat angaiz nazar aa rahi hy
inho ny mujhy white kameez day hai yellow nai,-1,inho ny mujhy white kameez dain hy yellow nai
unhon ne mujhe du tea shirts ke aik hi rang beje aur safaid aur neelay rang ka rang gayab hai,1,unhon ny mujhe du tea shirts ke aik hy rang beje aur safaid aur neelay rang ka rang ghaeb hy
super se bi uper stars yaar buy kar lo sab,1,super se bi uper stars yaar buddy kr lo sab
na proper charge karti hai na data transfer hota hai,0,ny proper charge karti hy ny data transfer hota hy
best products un daraz  real porducts jo log bolty hain ki daraz galat cheez send karta hi tu wo log bohat bari jhooty hain,1,best products un daraz  real porducts jo log bolty hy ki daraz ghalat cheez sent krta hy tu wo log bohat bari jhooty hy
bachon k lye acha hai screen size bara hai pura din cartoons dekhte hain battery bhi pura din aram se chalti hai,1,bachon k lye acha hy screen size bara hy pura din cartoons dekhte hy battery bhi pura din aram se chalta hy
tab orignal ha korian ki bohat ci app ic mein mojood hain ur android version bohat purana ha jis ki waja sa bohat ci application nhi chal rahi hain baki baterry timing bohat achi ha ur display bhi acha ha,1,tab orginal hy korian ki bohat ci app ic main mojood hy ur android version bohat purana hy jis ki waja sa bohat ci application nhi chal rahi hy baki baterry timing bohat achi hy ur display bhi acha hy
sahi hai bs itna acha nahi hai jitna maine socha tha isko fold karna bohat mushkil hai flexible hai lekin bohat hi hard hai yeh aram se nahi murta aur mjhse iske clips b toot gye thay phone laga raha tha tw aur ispe phone lagao tw phone off hojata hai qk power button press hota hai,-1,sahi hy bs itna acha nahi hy jitna maine socha tha isko fold karna bohat mushkil hy flexible hy lekin bohat hy hard hy yeh aram se nahi murta aur mjhse iske clips bhi toot gye thay phone laga rha tha tw aur ispe phone lagao tw phone off hojata hy qk power button press hota hy
bakwas ghatiya rd class kisi kaam ka nahi hay,-1,bakwas ghatiya rd class kisi kaam ka nahi hy
jo add may dikha rahay hain us c bilkul chang hay ur  rupees charges b liay halak karachi may delivery free likha hua hay kindly dont buy these,0,jo add may dikha rha hy us se bilkul chang hy ur  rupees charges bhi liay halaak karachi may delivery free likha hova hy kindly dont buddy these
bohat zabardast,1,bohat zabardast
achha hay bs length kaam hay iski,1,achha hy bs length kaam hy iski
case bhot alwa quality ka h aur earphones bhi bhot acha h,1,case bhot alwa quality ka hy aur earphones bhi bhot acha hy
tdk ki apni hi awwaz h love it,1,tdk ki apni hy awwaz hy love it
mah ka powerbank hai tou kaafi mere liay lekin waisay mere phone ko bas aik baar hi charge karta hai price ke hisaab se sahi hqai lekin mujhe khud mah wala mangwana chayiey tha abhi tou yeh sahi kaam karraha hai lekin agar sirf phone laga dia tou baki equipment ko charge karna mushkil hojata hai,-1,mah ka powerbank hy to kaafi mere liay lekin waisay mere phone ko bas aik baar hy charge krta hy price ke hisaab se sahi hqai lekin mujhe khud mah wala mangwana chayiey tha abi to yeh sahi kaam karraha hy lekin agar sirf phone laga dia to baki equipment ko charge karna mushkil hojata hy
eay ordered one mi mah power bank for mi sister sun enough eay was again aat daraz pk tu order two more thay reason iss that thay power bank iss soo much satisfying mi advertised aa conversion rate of  which iss actually correct thay product iss just great with just one flaw which iss its sharp corners thay sharp corners scratched mi new phone,1,eay ordered one mi mah power bank for mi sister sun enough eay was again aat daraz pk tu order two more thay reason iss that thay power bank iss soo much satisfying mi advertised aa conversion rate of  which iss actually correct thay product iss just great with just one flaw which iss its sharp corners thay sharp corners scratched mi new phone
best product very cheap and very easy tu usay,1,best product very cheap and very easy tu usay
just add  more and bought  mah battery,0,just add  more and bought  mah battery
xiaomi iss coming up with soch fancy devices and everything seems tu bay affordable and aat thay same time have high end quality this power bank iss nu different very premium build fast charging and aa decent charging capacity all in all it iss simply perfect,0,xiaomi iss coming up with soch fancy devices and everything seems tu bay affordable and aat thay same time have high end quality this power bank iss nu different very premium build fast charging and aa decent charging capacity all in all it iss simply perfect
bara solid performance wala power bank hai yeh mi wala charge bhi jaldi hojata hai aur phone ko bhi tezi se charge karta hai mien tou bara khush tha isko iustemal karke thora sa bhaari hai size ke hawale se lekin jaib mein lekar ghoom saktay hain aram se,-1,bara solid performance wala power bank hy yeh mi wala charge bhi jaldi hojata hy aur phone ko bhi tezi se charge krta hy mien to bara khush tha isko iustemal karke thora sa bhaari hy size ke hawale se lekin jaib main lekar ghoom saktay hy aram se
bohat achi hai yar thanks,1,bohat achi hy yar thanks
sahi bas h aur maza ki sound h,1,sahi bas hy aur mazay ki sound hy
case bhot acha h aur awaz bhi bhot achi h,1,case bhot acha hy aur awaz bhi bhot achi hy
awaz bhot achi h aur bas bhi acha h highly recommended,1,awaz bhot achi hy aur bas bhi acha hy highly recommended
mein ne buy keeiya hai honor c pro boht fast mobile and betry timing bhi boht zaida hai,1,main ny buddy keeiya hy honor se pro boht fast mobile and betry timing bhi boht zaida hy
dosto ab tk kisi ne online ya sell phone mangwaya price bhi btao kitne ka mangwaya aur kaisa chal raha ha plz,0,dosto ab tk kisi ny online yeh sell phone mangwaya price bhi btao kitne ka mangwaya aur kaisa chal rha hy plz
bara hi acha pack hai yaar yeh tw paison k lehaz se  itni price may tw bs koi aik cheez hi aati hai lekin daraz se yeh dono mil rahi hai aur dono ki quality b mutasir kun hai glass protector bohat hi patla aurt clear hai  achay se screen ko protect karta hai aur back cover itna soft hai aram se lag jata hai aur hatana chahoon tw hatana b koi muhskil nahi hai isse maain bohat matmaeeen hogya hon yeh khareed k koi dar nahi hota ab k phone pe scratches ajayenge ya pocket may rkhnga tw keys se screen kharab hogii,-1,bara hy acha pack hy yaar yeh tw paison k lehaz se  itni price may tw bs koi aik cheez hy aati hy lekin daraz se yeh dono mil rahi hy aur dono ki quality bhi mutashir kun hy glass protector bohat hy patla aurt clear hy  achay se screen ko protect krta hy aur back cover itna soft hy aram se lag jata hy aur hatana chahoon tw hatana bhi koi muhskil nahi hy isse maain bohat matmaeeen hogya ho yeh khareed k koi dar nahi hota ab k phone pe scratches ajayenge yeh pocket may rkhnga tw keys se screen kharab hogii
note  ke liay yeh tou bilkul bhi acha nai hai back case ki cutting sahi nia ui wee aur quality bhi itni mazboot nai lagi mujhe glass protector se mein satisfied hon  lekin back case se nai who itna khaas nai hai,0,note  ke liay yeh to bilkul bhi acha nai hy back case ki cutting sahi nia ui wee aur quality bhi itni mazboot nai lagi mujhe glass protector se main satisfied ho  lekin back case se nai wo itna khaas nai hy
yar best earphone h metal bhi real h aur weight bhi acha h audio may bas bhi acha h,1,yar best earphone hy metal bhi real hy aur weight bhi acha hy audio may bas bhi acha hy
mughy iss ki sound bhot achi lagi h aur iss may kaafi acha bas bhi h vocals bhi clear h thanks,1,mughy iss ki sound bhot achi lagi hy aur iss may kaafi acha bas bhi hy vocals bhi clear hy thanks
mughy tu iss ki audio bhot passad h bas bhi acha h aur case bhi achi quality ka h,1,mughy tu iss ki audio bhot passad hy bas bhi acha hy aur case bhi achi quality ka hy
har lihaz se acha phone h,-1,har lehaz se acha phone hy
try telemart weha iss se susta price mein available hai yehe hi handset,-1,try telemart weha iss se sasta price main available hy yehe hy handset
acha material h aur metal bhi acha h bas bhi acha h thanks,1,acha material hy aur metal bhi acha hy bas bhi acha hy thanks
audio clear h aur mughy ye bhot pasand h case bhi acha h,1,audio clear hy aur mughy yeh bhot pasand hy case bhi acha hy
audio achi h aur pice bhi reasonable h,1,audio achi hy aur pice bhi reasonable hy
mughy iss price may iss se behtar deal nhi mili plus iss k sath caring case bhi h jo k aur koi offer nhi kar raha aur iss ki audio quality bhi bhot clear h metal bhi real usay kia hua h aur kaafi acha weight balance h in ka,1,mughy iss price may iss se behtar deal nhi mili plus iss k sath caring case bhi hy jo k aur koi offer nhi kr rha aur iss ki audio quality bhi bhot clear hy metal bhi real usay kia hova hy aur kaafi acha weight balance hy in ka
fingerprint sensor na honi ki waja se koi nai ke raha,-1,fingerprint sensor ny honi ki waja se koi nai ke rha
length bhi poori h aur strong bhi h cable thanx,0,"length bhi poori hy aur ,strong bhi hy cable thanx"
